feature_num_1,feature_num_2,feature_cat,target
,-2.144975054610361,Group C,1.4799537026426677
-0.13826430117118466,-0.8009052009848476,Group A,0.5545083710846217
0.6476885381006925,5.736468025616309,Group B,-2.5750733405436406
1.5230298564080254,5.051851327167324,Group C,2.100929638226974
-0.23415337472333597,1.8954920301792593,Group C,-1.7269134787133218
-0.23413695694918055,2.58663691654391,Group C,0.36602944393608433
1.5792128155073915,8.388324478942124,Group C,7.680253614806384
0.7674347291529088,-0.9578569441791496,Group B,-0.2881796991739496
-0.4694743859349521,4.735486905850189,Group C,3.4478199788570274
0.5425600435859647,0.9890367378305296,Group C,-2.109529275377662
-0.46341769281246226,0.9115939838638987,Group A,-0.10496547149088509
-0.46572975357025687,7.4938842599359505,Group C,5.31240190690653
0.24196227156603412,6.127081744940149,Group B,-1.880901173363302
-1.913280244657798,6.067548180003192,Group B,5.437345673990786
-1.7249178325130328,8.527394035771646,Group B,2.1232558063664264
,2.105019208163795,Group B,-1.687400327682803
-1.0128311203344238,5.409764856474819,Group C,1.8972232171665628
0.3142473325952739,0.4486662170327198,Group C,2.9176633488801897
-0.9080240755212109,3.6208317624422106,Group B,1.8654298866515893
-1.4123037013352915,1.3492847281615772,Group B,-4.7106741596713695
1.465648768921554,2.484979824963591,Group C,-2.181411527474606
-0.22577630048653566,4.975785127184568,Group B,-0.7425559066545142
0.06752820468792384,-2.0911034161673623,Group A,-0.22330028730013884
-1.4247481862134568,12.461936378427302,Group B,1.8620162926520338
-0.5443827245251827,-3.03008690749851,Group B,0.5331030027997615
0.11092258970986608,-4.07094306393866,Group A,-4.006033076130304
-1.1509935774223028,7.790554367500339,Group A,1.1405935530178897
0.37569801834567196,5.958313469814679,Group C,1.8317572358514695
-0.600638689918805,5.120599085260776,Group C,1.6793713437931195
-0.2916937497932768,5.1417275463214,Group A,3.2423421766638656
,1.938766135765427,Group A,2.501766463646712
1.8522781845089378,-2.4862718574291574,Group C,1.37754023768531
-0.013497224737933921,2.379022790968632,Group B,-0.2104971343759411
-1.0577109289559004,-1.3858085575605585,Group A,-4.982882800547975
0.822544912103189,6.875598667088756,Group C,1.2888546573977575
-1.2208436499710222,1.2647130924893069,Group B,0.6230630614893334
0.2088635950047554,-2.1274859839625577,Group A,0.8147365115861204
-1.9596701238797756,0.3930707917350329,Group B,-3.8302457274609285
-1.3281860488984305,4.064657271378122,Group C,-3.243169621224787
0.19686123586912352,-0.8186227640198736,Group A,3.1594585599987104
0.7384665799954104,-2.111101977832157,Group B,-0.11866546156996513
0.1713682811899705,3.2184360574595616,Group A,2.0445020921178734
-0.11564828238824053,3.224832855543614,Group B,0.08495512839138351
-0.3011036955892888,-0.5347158768556488,Group C,0.08926841848723557
-1.4785219903674274,-0.35519152809161403,Group C,2.814851417927993
,3.1602496867881813,Group A,-1.5481341846521217
-0.4606387709597875,-5.240421707486621,Group B,0.2883623308229501
1.0571222262189157,-5.037318871882777,Group A,-1.3868258661151274
0.3436182895684614,-1.5922211062621798,Group A,-1.3034886822969467
-1.763040155362734,0.9327642414407638,Group B,-0.9275163704059182
0.324083969394795,3.554537827990023,Group B,0.6664013149011385
-0.38508228041631654,9.37678108474776,Group B,-1.436245864990432
-0.6769220003059587,6.288298116010097,Group C,3.7672683767205624
0.6116762888408679,1.2003073501828645,Group A,-2.683821906658512
1.030999522495951,1.904918960486556,Group A,-0.5606149324840771
0.9312801191161986,-3.012646823189044,Group C,-1.3191931748225247
-0.8392175232226385,1.9074343200380504,Group B,4.340933653061199
-0.3092123758512146,0.5567068053993083,Group C,0.5896643295347239
0.33126343140356396,3.6135928016904475,Group C,3.095533618405905
0.9755451271223592,-2.136154717761615,Group C,-4.456681119110916
,4.5967325712058615,Group A,0.8011507976077765
-0.18565897666381712,9.66369456501289,Group C,2.6688923868703114
-1.1063349740060282,1.4561992577157121,Group A,0.24685196782627256
-1.1962066240806708,4.008558610494707,Group A,3.1964411251960536
0.812525822394198,5.450719958555562,Group A,-1.5518653503011164
1.356240028570823,-0.006102359429181359,Group B,4.22804232055674
-0.07201012158033385,3.1204624090520836,Group A,6.896694370857751
1.0035328978920242,2.062962003908974,Group A,-1.0885156813189771
0.36163602504763415,2.4883804927441586,Group B,-1.3365075642023154
-0.6451197546051243,-1.8650489192773323,Group A,4.360153431353103
0.36139560550841393,2.1225508712947136,Group C,4.738716437192137
1.5380365664659692,4.489991456227249,Group C,-1.568580081459805
-0.03582603910995154,9.255718038975209,Group A,-1.2605604512875717
1.5646436558140062,6.796354130426034,Group B,-0.8453538265815217
-2.6197451040897444,12.765912287557782,Group C,-4.033351533102831
,-1.8367378144402475,Group B,-2.7559558394525947
0.08704706823817122,6.361603183603391,Group B,-3.012422300256204
-0.29900735046586746,2.9167100286917584,Group C,-2.303392695312385
0.0917607765355023,12.949014666088361,Group B,-0.10405466216034354
-1.9875689146008928,-2.0414914267757576,Group C,0.7026441976095623
-0.21967188783751193,-2.1986092109038804,Group B,4.65150147844223
0.3571125715117464,-0.9969632272201108,Group C,-2.995062122216373
1.477894044741516,-8.619478621549035,Group A,2.952967195429751
-0.5182702182736474,-0.6287751084038051,Group C,-0.6419665326765269
-0.8084936028931876,-1.79566330776849,Group C,-0.14839112895729883
-0.5017570435845365,2.751968932381038,Group C,2.0244584764998113
0.9154021177020741,3.7087798788857973,Group C,-3.368166064686896
0.32875110965968446,11.380854196079431,Group B,1.1472292385521519
-0.5297602037670388,6.752119190930252,Group A,0.4993566246391683
0.5132674331133561,-0.8845182783120156,Group C,1.4773537920244473
,-2.4920733567417894,Group B,0.8675059317234544
0.9686449905328892,4.459595857532529,Group A,7.365900419732682
-0.7020530938773524,-4.601166035103211,Group A,-1.913219952753948
-0.3276621465977682,11.157293829271769,Group A,-1.592990865005453
-0.39210815313215763,7.897200603606435,Group A,-1.869421579274293
-1.4635149481321186,-0.345878260523524,Group C,-1.6664313574807639
0.29612027706457605,-6.565672645454388,Group C,-1.912161381919553
0.26105527217988933,8.769361870827064,Group B,3.5670495933226554
0.00511345664246089,1.4273007737369106,Group B,4.261512743969565
-0.23458713337514692,8.189081559867308,Group B,-1.7122388812484288
-1.4153707420504142,-5.9721382939718355,Group A,-2.497066719312686
-0.42064532276535904,-0.9968751147688644,Group A,1.4142466691592124
-0.3427145165267695,2.0262184985909157,Group C,-1.6566691328429137
-0.8022772692216189,2.23490296882371,Group A,1.8987954532665323
-0.16128571166600914,-0.25032735739621836,Group A,0.6087690625538991
,5.114249661737494,Group A,-4.547232344991696
1.8861859012105302,-3.3381021469129717,Group B,4.642515603990185
0.17457781283183896,1.2881025748935326,Group B,5.387633019286565
0.25755039072276437,2.601478158559494,Group C,-1.8383660714531587
-0.07444591576616721,4.572194170293745,Group A,-1.1631046798079525
-1.9187712152990415,5.558074390444449,Group A,0.857596172174715
-0.026513875449216878,-3.6232104591893464,Group C,1.003370369961075
0.06023020994102644,-5.670570853678111,Group A,1.9756328180184912
2.463242112485286,8.388384109492545,Group A,6.030613616299049
-0.19236096478112252,3.6615700598979584,Group B,-0.5308416824821482
0.30154734233361247,-1.742432682782768,Group C,-2.3948917336153612
-0.03471176970524331,9.755759877612615,Group C,-4.137957684043582
-1.168678037619532,2.5783731714642935,Group C,-2.1927901198257573
1.1428228145150205,7.896485920319132,Group C,-0.09938091862139128
0.7519330326867741,2.3375924070505447,Group B,5.383673590553363
,12.303739624409936,Group B,-1.5528338971085143
-0.9093874547947389,10.776704212216021,Group A,0.6713638549166955
1.4027943109360992,0.7551792576046326,Group A,-0.049268688218256224
-1.4018510627922809,6.857854754771777,Group A,3.5651798203442517
0.5868570938002703,5.226879747925738,Group A,7.580797277620865
2.1904556258099785,8.843157787661744,Group B,-1.592606318760962
-0.9905363251306883,-2.8246173029005224,Group C,-1.4683183275546665
-0.5662977296027719,5.4302572999921965,Group B,3.132482631207216
0.09965136508764122,7.292122434247939,Group A,2.0456744688789343
-0.5034756541161992,-6.793697432115572,Group B,5.5401219772081
-1.5506634310661327,-3.9162925633288754,Group C,1.7517845559778917
0.06856297480602733,-8.196160888800502,Group C,-1.0778762723611786
-1.0623037137261049,0.6529658277772112,Group B,1.7719644920769277
0.4735924306351816,5.587711278979811,Group B,3.3261107417487232
-0.9194242342338032,9.51178526048014,Group B,2.4614465435920923
,2.370473902098876,Group A,1.521822093321893
-0.7832532923362371,10.14307772785646,Group B,3.200024068767462
-0.3220615162056756,-4.900507291074457,Group B,3.5078867713370183
0.8135172173696698,-6.516912196775774,Group B,4.1464769731125815
-1.2308643164339552,1.7222615055169062,Group C,1.946129662768928
0.22745993460412942,3.9203272446965363,Group C,-0.501354240950563
1.307142754282428,1.8365262595295344,Group A,0.4401410592999685
-1.6074832345612275,-8.337210500199383,Group A,3.6195268995250705
0.1846338585323042,1.554399802436058,Group C,-2.4508070129617083
0.25988279424842353,-4.522347502524266,Group C,1.1060199266187034
0.7818228717773104,5.348362744150192,Group C,-1.180016436982082
-1.236950710878082,3.8329912304842413,Group B,0.08623446880445246
-1.3204566130842763,-2.699398931636776,Group B,3.835355587821896
0.5219415656168976,-0.5693345866834676,Group C,0.57329720405971
0.29698467323318606,-3.2960676094447576,Group B,0.13930964446844643
,1.6866045136341405,Group B,-4.079568422939758
0.3464482094969757,6.775711602506191,Group A,2.238760698081662
-0.6800247215784908,-2.928630231677719,Group C,1.9364525434232263
0.23225369716100355,4.520232577589222,Group C,6.489764169916381
0.29307247329868125,-0.6512880918622042,Group B,-0.9233347048590025
-0.7143514180263678,-1.964364161311721,Group C,0.6574509829918169
1.8657745111447566,1.4648482002272107,Group A,0.7481510511322658
0.4738329209117875,-3.1762116120968704,Group A,4.732359839290423
-1.1913034972026486,-0.7682465267359104,Group A,-0.2858865971608563
0.6565536086338297,-3.989389462944242,Group C,0.8370645773110177
-0.9746816702273214,11.823625664581947,Group C,1.8236895291496176
0.787084603742452,2.176317759858643,Group C,0.5598273694690743
1.158595579007404,-1.498627539962928,Group C,-1.3393008436515847
-0.8206823183517105,3.0698995536711102,Group C,0.5822699786949228
0.9633761292443218,1.4383597515458508,Group A,3.220895249579316
,0.895152002333885,Group B,-3.0795458982331807
0.82206015999449,5.070833500217126,Group A,0.398909022440628
1.8967929826539474,5.787538550236525,Group C,-2.1003624448175198
-0.2453881160028705,-0.6525057380526373,Group A,3.5851398867745274
-0.7537361643574896,-0.8790912032234002,Group C,-4.569560714351324
-0.8895144296255233,0.62474151424178,Group C,-1.6767655418147651
-0.8158102849654383,-9.509605823677925,Group A,1.1316356251935626
-0.0771017094141042,-5.575955310992761,Group C,4.6965720877030215
0.3411519748166439,8.834371337222624,Group B,-0.1972507832189634
0.27669079933001905,10.224838567506419,Group C,-1.6655985800795952
0.8271832490360238,0.7548198022181083,Group B,5.64347120832177
0.01300189187790702,4.882784815278832,Group B,-4.344041701248732
1.4535340771573169,3.5562507727176804,Group C,-6.596417869860246
-0.2646568332379561,17.39440404227619,Group A,1.320043350159997
2.720169166589619,7.597874557172884,Group B,-1.5061626730578335
,1.3604120425961672,Group A,-3.0636984513921397
-0.8571575564162826,-2.7777022030021286,Group B,2.12506934189806
-1.0708924980611123,-6.032231601287862,Group C,0.7314021413135965
0.4824724152431853,3.0173181793361152,Group C,-1.692235892210185
-0.2234627853258509,-1.7817537264215169,Group B,-3.840913196012683
0.714000494092092,-5.111268547988371,Group C,2.617371984840434
0.47323762457354485,-1.232864421212633,Group B,1.9506035338759828
